"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"15:31:39:373","30173673979948","   0.107","   0.000"," 1200"," 1200"," 1200"," 1200","   0.521","   0.056","   0.016","   0.107","   0.011","   0.003"," 51","0"," 49"," 52","  50.500","  49.000","  13.611","   9.000","    0","    0"
"15:31:39:489","30173802637349","   0.223","   0.589","  798","  700","  800","  800","   0.873","   0.157","   0.044","   0.290","   0.045","   0.012"," 51","0"," 48"," 49","  48.833","  97.000","  26.944","   9.000","    0","    0"
"15:31:39:593","30173918985019","   0.327","   0.543","  795","  700","  800","  800","   0.779","   0.238","   0.066","   0.174","   0.063","   0.018"," 50","0"," 47"," 49","  48.000"," 144.000","  40.000","   9.000","    0","    0"
"15:31:39:699","30174036835497","   0.433","   0.216","  789","  700","  800","  800","   1.042","   0.348","   0.097","   0.270","   0.092","   0.025"," 49","0"," 48"," 48","  48.000"," 192.000","  53.333","   9.000","    0","    0"
"15:31:39:809","30174159487229","   0.543","  18.126"," 1340","  700"," 1800"," 1344","   1.728","   0.539","   0.150","   0.695","   0.168","   0.047"," 51","0"," 45"," 51","  48.412"," 237.000","  65.833","   9.000","    0","    0"
"15:31:39:915","30174277003202","   0.649","   6.469"," 1948","  700"," 2900"," 2078","   4.973","   1.064","   0.295","   2.547","   0.437","   0.121"," 51","0"," 48"," 54","  51.900"," 285.000","  79.167","   9.000","    0","    0"
"15:31:40:020","30174394712122","   0.754","   1.671","  969","  700"," 1400","  907","   1.802","   1.254","   0.348","   0.635","   0.504","   0.140"," 50","0"," 46"," 49","  47.733"," 331.000","  91.944","   9.000","    0","    0"
"15:31:40:122","30174507375075","   0.856","  15.064"," 1745"," 1000"," 1800"," 1770","   2.441","   1.501","   0.417","   1.246","   0.630","   0.175"," 52","0"," 46"," 52","  49.533"," 377.000"," 104.722","   9.000","    0","    0"
"15:31:40:222","30174619558178","   0.956","   3.418","  820","  700"," 1000","  813","   1.683","   1.670","   0.464","   0.769","   0.708","   0.197"," 50","0"," 45"," 49","  47.100"," 422.000"," 117.222","   9.000","    0","    0"
"15:31:40:328","30174737147755","   1.062","   3.000","  861","  700"," 1200","  857","   1.157","   1.793","   0.498","   0.247","   0.734","   0.204"," 49","0"," 46"," 48","  47.071"," 468.000"," 130.000","   9.000","    0","    0"
"15:31:40:435","30174856038018","   1.169","   2.625","  892","  700"," 1200","  867","   0.749","   1.873","   0.520","   0.218","   0.757","   0.210"," 49","0"," 45"," 47","  46.250"," 513.000"," 142.500","   9.000","  300","  300"
"15:31:40:541","30174974337144","   1.275","   3.236"," 1041","  700"," 1200"," 1067","   0.714","   1.948","   0.541","   0.234","   0.782","   0.217"," 48","0"," 45"," 48","  46.600"," 558.000"," 155.000","   9.000","    0","    0"

"Total Elapsed Time (sec) = 1.274859"
"Measured RDTSC Frequency (GHz) = 1.114"

"Cumulative Package Energy_0 (Joules) = 1.948486"
"Cumulative Package Energy_0 (mWh) = 0.541246"
"Average Package Power_0 (Watt) = 1.528394"

"Cumulative IA Energy_0 (Joules) = 0.781860"
"Cumulative IA Energy_0 (mWh) = 0.217183"
"Average Package IA_0 (Watt) = 0.613292"

"Cumulative DRAM Energy_0 (Joules) = 558.000000"
"Cumulative DRAM Energy_0 (mWh) = 155.000000"
"Average Package DRAM_0 (Watt) = 437.695479"
